Date,Rain (mm),Max Temp (C),Min Temp (C),Mean Wind Speed (kt),Max 10-min Wind (kt),Wind Dir @ Max Wind (deg),Max Gust (kt),Evaporation (mm),Soil Moisture Deficit - Moderate (mm),Mean Pressure (hPa)
19-05-2018,0.1,19.6,5.4,7.9,13,190.0,22,4.6,17.8,1014.8
20-05-2018,9.9,16.5,12.0,7.4,14,190.0,19,1.8,9.0,1010.8
21-05-2018,17.8,12.2,5.6,7.6,14,340.0,21,2.0,-7.7,1014.8
22-05-2018,0.0,17.2,2.1,4.3,9,10.0,14,4.9,3.5,1018.5
23-05-2018,0.0,21.9,5.1,4.1,7,100.0,12,5.4,7.3,1018.7
24-05-2018,0.1,21.3,7.0,3.6,9,330.0,16,4.4,10.2,1017.7
25-05-2018,0.0,21.5,9.7,9.0,15,320.0,21,5.4,13.6,1019.6
26-05-2018,0.2,21.0,9.2,8.2,14,60.0,21,4.1,16.0,1017.3
27-05-2018,0.5,21.5,11.8,7.1,14,70.0,20,4.2,18.1,1012.1
28-05-2018,0.0,23.1,10.0,2.2,5,340.0,9,4.1,20.8,1015.0
29-05-2018,0.0,24.8,12.9,5.9,11,50.0,16,6.1,24.4,1014.5
30-05-2018,0.0,23.0,11.4,5.6,10,70.0,15,5.6,27.7,1010.0
31-05-2018,0.0,25.8,12.0,3.5,7,280.0,10,5.5,30.8,1009.3
01-06-2018,0.0,20.3,13.5,5.3,9,240.0,14,4.4,33.1,1011.8
02-06-2018,0.4,20.2,13.4,2.7,6,170.0,9,2.2,34.0,1012.0
03-06-2018,1.5,22.0,13.3,2.8,7,210.0,11,4.2,34.7,1013.7
04-06-2018,0.1,23.0,11.9,3.7,7,10.0,12,4.6,37.0,1013.8
05-06-2018,0.0,22.0,12.7,5.5,10,80.0,15,5.1,39.5,1013.1
06-06-2018,0.0,24.3,11.4,4.1,9,80.0,17,6.0,42.4,1011.5
07-06-2018,0.0,24.4,11.3,6.3,10,70.0,18,6.3,45.2,1012.5
08-06-2018,0.6,23.7,12.2,4.3,15,300.0,21,4.4,46.6,1012.5
09-06-2018,0.0,20.7,10.4,4.3,9,290.0,12,3.4,48.1,1011.4
10-06-2018,0.0,17.9,12.6,6.9,11,330.0,14,2.7,49.2,1012.1
11-06-2018,0.0,17.8,10.6,5.9,11,310.0,16,3.1,50.5,1014.4
12-06-2018,0.0,17.4,10.0,5.2,11,330.0,15,3.3,51.8,1016.3
13-06-2018,7.0,16.4,8.1,9.8,20,200.0,42,1.6,45.4,1003.6
14-06-2018,0.7,16.3,11.0,14.2,29,210.0,47,4.5,46.2,1000.1
15-06-2018,2.3,15.5,10.4,8.4,13,250.0,22,4.5,45.7,1006.9
16-06-2018,1.6,15.1,9.8,8.9,16,230.0,26,3.0,45.3,1004.5
17-06-2018,2.4,15.9,10.2,8.8,15,220.0,25,2.9,44.1,1006.7
18-06-2018,0.2,15.6,9.1,6.8,12,220.0,20,2.6,44.9,1012.8
19-06-2018,7.0,20.0,8.1,7.6,18,210.0,27,1.9,38.8,1012.0
20-06-2018,1.4,16.5,8.8,10.5,16,260.0,24,4.3,39.1,1015.6
21-06-2018,0.0,17.5,5.8,6.8,11,310.0,22,5.0,41.4,1027.1
22-06-2018,0.0,18.5,3.2,3.7,7,260.0,12,5.2,43.7,1029.0
23-06-2018,0.0,20.6,5.5,3.3,8,230.0,13,5.7,46.3,1024.8
24-06-2018,0.0,25.2,4.5,2.5,7,230.0,11,6.3,49.0,1020.7
25-06-2018,0.0,25.8,7.5,2.3,8,320.0,11,5.7,51.4,1021.4
26-06-2018,0.0,28.8,13.6,3.5,9,180.0,14,6.8,54.2,1019.6
27-06-2018,0.0,30.0,13.5,4.9,9,60.0,15,7.2,57.0,1019.7
28-06-2018,0.0,30.2,12.1,5.4,10,90.0,17,7.4,59.8,1020.8
29-06-2018,0.0,29.9,15.2,5.9,10,70.0,18,7.6,62.5,1017.3
30-06-2018,0.0,28.2,12.3,5.7,12,310.0,19,6.3,64.6,1011.6
01-07-2018,0.0,20.5,11.5,9.9,13,340.0,22,4.4,65.9,1014.1
02-07-2018,0.0,25.2,9.2,7.0,10,320.0,17,6.7,67.9,1016.2
03-07-2018,0.0,25.7,8.8,5.9,10,90.0,18,6.6,69.8,1013.9
04-07-2018,0.0,22.2,9.5,5.6,11,250.0,18,6.1,71.4,1010.6
05-07-2018,0.0,19.8,13.4,3.2,6,350.0,10,2.8,72.1,1013.6
06-07-2018,0.0,21.9,12.6,4.5,11,230.0,17,5.8,73.6,1017.1
07-07-2018,0.0,22.7,12.3,4.3,9,230.0,15,4.1,74.7,1020.5
08-07-2018,0.8,21.7,13.9,3.9,9,260.0,14,3.9,74.8,1023.7
09-07-2018,0.0,22.5,11.6,5.2,9,320.0,15,4.8,76.0,1024.7
10-07-2018,0.0,23.5,7.9,5.5,11,320.0,18,6.1,77.3,1021.8
11-07-2018,0.2,20.9,12.3,5.6,11,10.0,17,3.6,77.9,1019.6
12-07-2018,0.0,18.6,11.1,5.1,9,340.0,15,3.6,78.7,1019.6
13-07-2018,0.0,22.5,12.1,3.3,8,250.0,13,4.3,79.7,1017.7
14-07-2018,3.9,19.1,11.2,6.3,11,200.0,16,2.1,76.2,1012.9
15-07-2018,16.5,19.0,13.3,5.9,10,270.0,16,1.9,60.1,1007.8
16-07-2018,2.5,17.9,10.1,5.4,11,250.0,20,4.3,59.0,1009.2
17-07-2018,1.8,18.3,9.6,4.7,9,210.0,15,3.3,58.3,1009.8
18-07-2018,0.0,19.3,11.9,4.3,8,250.0,15,4.3,59.8,1013.4
19-07-2018,0.0,18.9,9.8,4.9,10,250.0,16,4.6,61.4,1014.3
20-07-2018,0.3,19.6,13.0,7.0,11,310.0,16,3.1,62.0,1010.7
21-07-2018,0.0,18.9,11.4,6.1,10,240.0,16,3.4,63.1,1012.2
22-07-2018,0.0,21.4,16.0,6.3,11,250.0,18,3.3,64.1,1011.8
23-07-2018,0.3,20.0,14.5,6.1,12,240.0,19,3.0,64.8,1009.7
24-07-2018,0.0,19.6,11.0,5.4,13,260.0,20,4.7,66.2,1010.1
25-07-2018,0.0,23.9,9.5,5.4,11,140.0,19,4.6,67.5,1009.3
26-07-2018,15.7,23.1,14.7,8.1,16,160.0,26,3.3,52.8,1004.1
27-07-2018,7.8,18.6,11.5,5.4,12,140.0,20,2.2,45.9,997.8
28-07-2018,3.5,16.6,10.5,6.5,14,260.0,25,3.8,44.0,993.4
29-07-2018,1.0,18.0,9.1,6.1,14,220.0,21,4.7,45.0,992.5
30-07-2018,2.8,17.6,10.6,7.9,12,200.0,20,4.6,44.1,999.3
31-07-2018,12.6,17.8,10.6,11.4,19,210.0,30,3.1,32.8,1004.7
01-08-2018,12.0,17.7,12.9,7.3,13,180.0,22,1.4,21.5,1008.0
02-08-2018,7.1,19.9,16.0,5.7,10,210.0,15,1.8,15.5,1013.1
03-08-2018,0.2,19.1,14.5,5.5,10,220.0,15,3.4,17.4,1018.7
04-08-2018,0.0,18.9,12.8,3.8,7,260.0,12,2.7,19.1,1021.8
05-08-2018,0.0,18.4,12.1,4.7,10,250.0,17,3.3,21.1,1016.9
06-08-2018,3.9,18.2,13.0,6.1,11,220.0,19,2.4,18.5,1009.8
07-08-2018,4.0,17.0,12.2,6.6,13,220.0,23,3.6,16.7,1004.3
08-08-2018,0.7,17.1,8.3,6.2,14,280.0,23,3.9,18.3,1004.9
09-08-2018,7.6,16.5,8.1,5.8,13,240.0,19,4.0,13.1,1008.8
10-08-2018,0.1,17.3,7.0,4.4,10,220.0,16,3.4,15.2,1012.7
11-08-2018,3.1,20.9,6.9,6.6,11,120.0,17,2.4,13.5,1008.6
12-08-2018,0.2,20.2,12.7,2.8,7,290.0,11,2.8,15.2,1001.7
13-08-2018,0.7,18.8,13.1,5.2,11,230.0,18,2.9,16.3,1006.0
14-08-2018,3.4,17.6,15.1,10.1,16,230.0,28,1.9,14.0,1009.2
15-08-2018,3.6,19.9,12.4,9.5,16,210.0,24,3.4,12.5,1005.3
16-08-2018,8.1,17.0,11.4,8.2,15,250.0,24,3.5,6.6,1007.7
17-08-2018,6.0,16.2,12.5,10.8,17,220.0,32,1.5,1.7,1010.9
18-08-2018,13.5,21.3,15.4,9.0,15,220.0,25,2.7,-9.9,1008.0
19-08-2018,1.6,18.9,14.8,7.1,12,250.0,23,2.7,0.3,1009.6
20-08-2018,0.8,19.0,14.1,5.3,9,220.0,14,2.6,1.4,1013.8
21-08-2018,2.3,20.9,13.5,8.1,16,220.0,25,3.0,1.2,1011.5
22-08-2018,8.9,17.7,12.6,7.4,14,220.0,22,2.8,-5.8,1010.2
23-08-2018,8.0,16.2,10.4,8.9,16,260.0,25,3.3,-5.7,1009.3
24-08-2018,0.9,15.5,7.4,7.6,16,280.0,25,2.8,1.1,1010.7
25-08-2018,0.4,17.7,4.7,2.7,7,130.0,13,3.3,3.1,1009.3
26-08-2018,18.8,16.7,10.1,8.5,14,260.0,26,2.0,-10.0,999.5
27-08-2018,0.0,17.0,12.1,8.5,14,290.0,24,2.9,2.1,1005.4
28-08-2018,8.4,15.8,9.1,6.6,13,190.0,20,1.7,-5.1,1008.5
29-08-2018,0.0,16.9,6.6,4.4,11,300.0,16,2.9,2.1,1014.3
30-08-2018,0.0,18.1,6.7,3.2,8,110.0,13,2.7,4.1,1017.6
31-08-2018,1.8,18.5,10.4,6.2,11,130.0,20,1.7,3.5,1013.9
01-09-2018,0.1,22.0,12.5,2.9,7,260.0,11,2.7,5.4,1015.5
02-09-2018,0.2,19.1,7.3,7.3,13,190.0,19,1.7,6.4,1016.5
03-09-2018,0.0,16.8,3.1,4.9,10,320.0,15,2.9,8.3,1021.7
04-09-2018,0.0,16.4,4.8,3.4,11,320.0,14,2.1,9.7,1021.8
05-09-2018,0.4,17.3,8.1,4.8,10,210.0,16,1.8,10.5,1019.6
06-09-2018,5.6,14.2,6.5,5.5,10,330.0,13,1.1,5.6,1015.6
07-09-2018,0.9,15.9,6.7,4.2,10,220.0,17,1.7,5.9,1011.4
08-09-2018,15.6,16.2,12.1,5.2,11,220.0,19,1.1,-8.9,1005.7
09-09-2018,2.4,15.9,12.2,9.1,15,230.0,26,2.7,-0.5,1008.5
10-09-2018,14.2,16.2,11.3,8.4,14,220.0,25,1.3,-10.0,1009.5
11-09-2018,4.0,15.8,9.1,7.3,14,250.0,26,2.2,-2.4,1012.6
12-09-2018,0.4,15.5,6.2,5.4,12,250.0,21,2.4,1.3,1017.9
13-09-2018,4.4,15.9,9.5,8.6,15,220.0,26,2.2,-1.6,1015.3
14-09-2018,6.9,15.5,11.1,6.7,13,240.0,23,2.2,-5.3,1013.1
15-09-2018,3.0,16.3,10.5,7.4,15,170.0,28,1.5,-1.9,1008.8
16-09-2018,2.8,16.2,10.2,7.1,13,200.0,24,1.9,-1.5,1005.7
17-09-2018,4.8,20.3,9.6,7.8,17,170.0,29,1.7,-3.5,997.8
18-09-2018,4.1,17.8,11.7,11.3,22,210.0,35,2.6,-2.3,992.3
19-09-2018,6.6,14.6,9.2,15.3,35,220.0,55,2.4,-5.0,993.4
20-09-2018,10.8,11.2,6.0,3.4,7,170.0,14,0.9,-10.0,998.7
21-09-2018,1.6,14.6,6.3,7.9,16,270.0,26,2.4,0.1,1004.6
22-09-2018,0.7,14.1,7.7,3.2,7,10.0,11,1.5,0.5,1012.3
23-09-2018,0.1,13.0,2.4,7.3,16,300.0,22,2.2,1.9,1023.5
24-09-2018,0.0,14.5,0.7,3.3,9,200.0,14,1.9,3.3,1033.3
25-09-2018,6.0,15.1,7.0,8.2,13,190.0,22,1.3,-1.8,1026.9
26-09-2018,1.8,16.4,12.2,7.2,14,210.0,24,1.0,-1.0,1024.0
27-09-2018,0.6,15.8,5.5,6.3,11,220.0,18,1.3,0.4,1024.4
28-09-2018,0.0,14.6,1.3,3.3,7,30.0,16,2.0,1.7,1029.8
29-09-2018,0.8,13.3,-0.6,4.9,11,230.0,19,1.2,1.7,1022.6
30-09-2018,0.0,12.8,3.2,6.2,15,310.0,22,1.2,2.5,1021.2
01-10-2018,2.5,14.1,6.2,7.4,15,210.0,24,1.2,0.8,1022.0
02-10-2018,0.7,14.9,12.3,7.0,11,260.0,19,1.0,0.9,1019.7
03-10-2018,2.7,13.8,11.9,6.8,11,220.0,18,0.9,-1.2,1020.5
04-10-2018,4.0,14.1,9.8,6.5,10,210.0,18,1.0,-3.3,1015.5
05-10-2018,0.2,11.8,4.2,5.2,10,310.0,13,1.3,0.7,1012.8
06-10-2018,0.3,12.5,1.3,5.2,11,320.0,16,1.6,1.5,1015.4
07-10-2018,0.0,14.8,2.0,14.1,23,210.0,39,1.4,2.5,1013.8
08-10-2018,0.3,15.5,13.6,14.3,19,200.0,29,1.8,3.6,1006.3
09-10-2018,0.1,16.8,12.9,11.5,17,180.0,26,1.6,4.8,1002.2
10-10-2018,0.2,20.7,11.9,10.4,18,130.0,30,2.3,6.3,996.2
11-10-2018,5.0,15.3,9.7,9.1,18,140.0,30,1.5,2.4,985.6
12-10-2018,12.4,14.3,10.1,12.0,22,120.0,40,1.6,-8.7,984.0
13-10-2018,19.1,12.4,4.2,4.7,11,320.0,15,0.6,-10.0,996.3
14-10-2018,0.0,13.3,0.2,3.0,9,210.0,13,1.2,0.8,1004.7
15-10-2018,0.0,13.9,2.1,3.9,8,100.0,13,1.3,1.7,1008.1
16-10-2018,1.1,15.2,8.5,8.2,15,210.0,24,1.3,1.5,1004.8
17-10-2018,1.1,13.8,1.2,4.3,9,300.0,15,1.0,1.1,1016.2
18-10-2018,0.0,13.3,-0.5,3.1,8,190.0,13,1.1,1.8,1022.1
19-10-2018,2.1,13.3,7.1,5.5,9,180.0,15,0.7,0.2,1019.0
20-10-2018,0.2,15.7,12.0,7.0,10,210.0,18,0.9,0.7,1022.0
21-10-2018,7.6,14.3,3.5,6.6,14,310.0,20,0.6,-6.5,1026.5
22-10-2018,0.0,13.9,0.4,5.1,11,250.0,18,1.1,0.8,1035.7
23-10-2018,0.0,15.1,4.9,6.8,12,270.0,18,1.1,1.6,1032.2
24-10-2018,0.0,12.7,2.3,3.3,8,290.0,12,0.8,2.2,1027.7
25-10-2018,0.8,11.8,7.4,5.7,14,260.0,20,0.8,2.0,1019.7
26-10-2018,1.5,9.3,2.9,9.2,18,320.0,35,0.8,1.0,1017.1
27-10-2018,4.9,7.6,-0.9,7.3,18,310.0,32,0.8,-3.3,1021.5
28-10-2018,0.0,10.5,-1.7,2.9,7,10.0,11,0.8,0.4,1018.6
29-10-2018,0.0,7.8,1.8,6.8,13,120.0,24,0.9,1.1,1004.2
30-10-2018,1.2,7.4,3.6,4.4,10,90.0,14,0.6,0.4,994.5
31-10-2018,5.8,9.5,-2.0,3.5,8,200.0,14,0.5,-5.1,996.4
01-11-2018,1.5,10.9,-2.3,3.0,16,280.0,24,0.6,-1.1,1006.2
02-11-2018,3.1,13.4,-2.6,6.7,16,180.0,29,0.6,-2.6,1011.2
03-11-2018,5.6,15.0,8.2,12.2,16,190.0,26,1.0,-4.8,1000.4
04-11-2018,0.1,12.6,6.9,6.1,12,190.0,20,0.9,0.6,996.7
05-11-2018,4.5,10.5,6.8,4.0,7,310.0,11,0.5,-3.6,993.2
06-11-2018,4.1,12.9,4.5,7.3,14,140.0,22,0.5,-3.7,982.3
07-11-2018,0.7,9.4,2.3,5.0,12,250.0,21,0.6,-0.3,987.0
08-11-2018,0.1,11.6,4.5,6.2,11,140.0,20,0.7,0.4,994.4
09-11-2018,15.1,12.6,5.0,12.1,24,140.0,37,0.9,-10.0,982.7
10-11-2018,1.6,10.2,4.3,4.8,11,200.0,17,0.5,-1.3,978.3
11-11-2018,1.6,9.9,3.3,5.9,12,180.0,22,0.5,-1.3,984.2
12-11-2018,2.7,11.1,7.6,8.4,14,190.0,22,0.6,-2.2,994.9
13-11-2018,1.7,12.5,6.5,7.6,13,140.0,23,0.6,-1.3,1004.9
14-11-2018,8.0,15.1,11.9,10.5,15,160.0,27,0.7,-7.4,1001.6
15-11-2018,8.0,13.4,4.0,7.5,14,170.0,25,0.5,-7.6,1006.2
16-11-2018,0.3,13.3,3.6,8.8,14,140.0,23,0.5,0.1,1011.8
17-11-2018,0.0,13.2,5.9,10.4,16,100.0,26,0.7,0.6,1015.5
18-11-2018,0.0,11.4,3.9,7.2,12,90.0,18,0.6,1.2,1019.1
19-11-2018,0.2,9.1,4.0,7.2,12,80.0,20,0.7,1.5,1017.4
20-11-2018,0.0,7.8,4.0,8.5,13,30.0,22,0.6,2.0,1010.5
21-11-2018,1.6,6.1,2.4,5.5,9,90.0,16,0.4,0.7,1003.6
22-11-2018,0.3,6.9,2.0,8.6,15,90.0,22,0.5,0.8,1008.4
23-11-2018,0.1,7.2,1.4,8.9,13,50.0,20,0.4,0.9,1006.5
24-11-2018,0.1,8.4,3.6,6.7,10,50.0,15,0.4,1.1,1007.3
25-11-2018,0.1,7.4,0.6,5.4,10,70.0,14,0.1,1.1,1008.3
26-11-2018,0.4,7.7,0.9,7.6,15,100.0,24,0.4,1.0,1005.9
27-11-2018,10.1,10.4,7.4,10.7,21,100.0,30,0.8,-8.5,994.5
28-11-2018,7.6,14.4,8.1,14.6,28,210.0,44,1.1,-6.7,978.9
29-11-2018,4.7,9.7,7.3,9.2,17,250.0,30,0.8,-4.0,984.4
30-11-2018,2.4,8.7,5.0,8.9,17,250.0,30,0.6,-1.9,993.8
01-12-2018,5.4,8.2,5.8,4.2,11,70.0,16,0.3,-5.2,991.1
02-12-2018,13.2,11.3,7.1,10.0,19,220.0,30,0.4,-10.0,986.4
03-12-2018,3.3,8.5,-1.9,4.4,10,310.0,14,0.0,-3.3,999.5
04-12-2018,2.8,4.8,-2.4,4.3,13,80.0,21,0.4,-2.5,1010.9
05-12-2018,7.3,10.8,4.4,4.9,12,90.0,19,0.4,-7.0,1003.2
06-12-2018,5.3,13.1,8.8,10.0,21,220.0,32,0.5,-4.9,997.2
07-12-2018,3.3,12.9,5.6,14.7,22,220.0,36,0.9,-2.5,994.8
08-12-2018,8.5,11.0,7.2,14.0,23,270.0,45,0.8,-7.9,995.5
09-12-2018,0.2,9.5,4.0,8.8,20,300.0,32,0.3,0.1,1007.6
10-12-2018,0.0,10.4,0.4,3.5,7,190.0,12,0.4,0.4,1019.0
11-12-2018,0.7,11.0,4.5,8.1,16,150.0,24,0.6,0.1,1010.5
12-12-2018,0.9,8.2,0.0,6.7,17,120.0,28,0.4,-0.5,1003.2
13-12-2018,0.8,9.2,6.4,11.1,17,120.0,34,0.9,-0.1,1002.6
14-12-2018,1.3,10.1,6.4,9.9,17,140.0,26,0.8,-0.7,1004.3
15-12-2018,8.2,14.1,5.8,11.2,22,300.0,32,0.8,-7.6,987.9
16-12-2018,4.7,7.3,3.6,5.6,11,220.0,19,0.3,-4.5,996.5
17-12-2018,2.6,13.0,3.7,11.4,20,180.0,35,0.7,-2.0,994.3
18-12-2018,7.2,13.0,4.8,10.2,21,170.0,38,0.5,-6.8,984.9
19-12-2018,11.8,8.0,4.7,9.5,13,200.0,23,0.6,-10.0,988.5
20-12-2018,4.1,8.6,6.1,7.7,14,230.0,23,0.4,-3.8,992.1
21-12-2018,3.6,10.3,5.3,6.1,16,230.0,31,0.5,-3.2,993.7
22-12-2018,6.7,10.4,5.1,5.8,11,260.0,19,0.3,-6.4,1006.1
23-12-2018,9.0,7.5,5.8,6.2,12,60.0,18,0.3,-8.8,1013.1
24-12-2018,1.6,9.7,5.8,5.5,9,100.0,13,0.5,-1.2,1021.8
25-12-2018,0.0,12.4,9.2,6.1,10,160.0,16,0.5,0.4,1022.2
26-12-2018,0.0,11.8,7.0,5.1,10,210.0,15,0.3,0.6,1020.0
27-12-2018,0.1,10.4,8.0,3.4,7,200.0,11,0.4,0.8,1019.4
28-12-2018,1.7,11.7,8.9,6.5,13,220.0,21,0.3,-0.7,1021.7
29-12-2018,10.3,11.6,10.3,8.3,17,220.0,27,0.4,-10.0,1024.8
30-12-2018,0.4,11.1,8.2,5.4,11,230.0,16,0.2,-0.2,1028.4
31-12-2018,0.0,10.6,9.0,6.4,11,230.0,17,0.8,0.7,1029.6
01-01-2019,0.2,11.3,6.9,3.1,8,80.0,12,0.3,0.6,1033.7
02-01-2019,0.7,9.0,5.6,4.5,8,100.0,11,0.4,0.3,1036.6
03-01-2019,0.0,9.1,5.3,4.5,8,140.0,14,0.6,0.7,1034.8
04-01-2019,0.0,7.2,5.6,5.8,10,160.0,19,0.8,1.3,1034.6
05-01-2019,0.0,8.8,-0.6,4.3,8,190.0,13,0.4,1.7,1031.9
06-01-2019,1.5,10.4,7.4,5.2,8,210.0,13,0.5,0.6,1030.2
07-01-2019,1.9,11.1,2.9,9.4,18,240.0,28,0.5,-1.0,1027.9
08-01-2019,0.1,9.8,3.7,2.5,6,270.0,9,0.2,0.0,1030.2
09-01-2019,2.3,10.4,7.6,2.2,6,10.0,9,0.3,-2.0,1029.2
10-01-2019,1.0,10.9,7.4,2.2,5,330.0,7,0.2,-0.9,1029.2
11-01-2019,1.0,9.9,6.9,5.7,12,240.0,21,0.2,-0.9,1027.5
12-01-2019,0.5,10.7,7.3,9.5,15,260.0,25,0.5,-0.1,1022.1
13-01-2019,0.1,11.4,7.9,11.4,18,310.0,28,0.9,0.7,1016.8
14-01-2019,0.9,9.2,5.8,5.5,10,230.0,16,0.5,0.2,1018.1
15-01-2019,2.8,10.0,7.4,8.4,17,200.0,29,0.6,-2.1,1007.5
16-01-2019,8.2,7.7,2.2,7.0,17,310.0,27,0.4,-7.9,1000.5
17-01-2019,0.3,5.3,-1.0,4.8,12,340.0,22,0.3,-0.1,1010.0
18-01-2019,8.3,8.4,2.0,5.5,10,130.0,17,0.3,-8.1,1001.2
19-01-2019,1.0,6.7,1.8,2.0,5,200.0,7,0.3,-0.8,1002.5
20-01-2019,2.9,7.7,-2.5,6.4,16,320.0,28,0.2,-2.8,1015.1
21-01-2019,7.3,5.5,-2.4,7.6,17,270.0,27,0.4,-7.0,1012.3
22-01-2019,2.0,5.1,0.6,4.4,9,290.0,15,0.4,-1.7,999.4
23-01-2019,1.9,6.7,2.3,3.9,9,310.0,15,0.4,-1.6,1000.9
24-01-2019,0.5,12.0,6.4,5.9,15,300.0,20,0.5,-0.1,1007.5
25-01-2019,1.1,10.9,8.1,8.0,13,230.0,22,0.5,-0.8,1009.2
26-01-2019,11.1,9.7,4.3,13.5,27,320.0,41,0.8,-10.0,993.6
27-01-2019,0.5,6.3,1.6,9.2,25,320.0,36,0.9,0.2,1000.5
28-01-2019,10.6,7.0,1.4,4.2,8,10.0,14,0.4,-10.0,1004.6
29-01-2019,6.0,4.7,-0.1,5.7,16,330.0,25,0.3,-5.8,996.2
30-01-2019,0.1,5.9,-2.1,3.6,10,280.0,14,0.4,0.1,989.8
31-01-2019,9.3,3.2,-1.7,13.0,21,100.0,34,0.6,-8.8,979.8
01-02-2019,0.1,4.3,-2.5,7.3,12,60.0,19,0.5,0.2,994.1
02-02-2019,0.0,7.0,-5.1,4.0,8,250.0,12,0.5,0.5,1009.0
03-02-2019,1.5,8.2,0.8,8.9,15,200.0,23,0.6,-0.6,1007.9
04-02-2019,0.2,10.9,0.2,4.8,11,200.0,18,0.5,0.1,1007.8
05-02-2019,7.9,12.3,1.7,8.6,18,220.0,27,0.6,-7.4,1006.8
06-02-2019,13.8,9.6,0.3,8.3,17,310.0,26,0.8,-10.0,1000.5
07-02-2019,5.9,8.6,1.7,7.9,15,230.0,21,0.5,-5.6,992.9
08-02-2019,8.9,11.0,5.3,18.3,27,220.0,46,1.5,-7.8,979.8
09-02-2019,8.4,8.4,2.2,9.4,22,250.0,42,0.8,-7.8,986.7
10-02-2019,1.5,8.1,0.5,8.3,19,270.0,32,0.7,-1.0,999.6
11-02-2019,0.0,9.7,0.1,4.6,10,300.0,14,0.7,0.5,1016.5
12-02-2019,2.3,12.3,8.8,8.3,13,170.0,23,0.9,-1.2,1018.9
13-02-2019,0.0,11.7,9.4,9.8,15,200.0,24,1.1,0.9,1017.2
14-02-2019,0.0,12.0,5.0,8.8,14,150.0,21,0.9,1.6,1016.8
15-02-2019,0.2,12.8,2.5,9.6,16,180.0,26,1.0,2.1,1010.2
16-02-2019,0.1,11.5,6.0,9.6,15,220.0,24,1.1,2.8,1002.4
17-02-2019,3.4,11.1,5.8,11.4,19,190.0,30,1.0,0.1,996.1
18-02-2019,6.0,10.4,4.4,9.0,16,250.0,28,1.1,-5.1,1003.5
19-02-2019,9.1,11.0,3.6,8.6,14,190.0,24,0.8,-8.5,1003.9
20-02-2019,4.0,14.3,10.2,8.9,14,180.0,23,1.2,-3.1,1001.7
21-02-2019,0.0,13.7,11.5,12.7,19,180.0,34,1.5,1.2,1009.0
22-02-2019,0.0,14.2,12.2,13.5,20,160.0,35,1.9,2.7,1014.7
23-02-2019,0.0,14.1,3.6,8.7,17,230.0,27,1.1,3.5,1019.4
24-02-2019,0.2,13.4,3.2,8.1,19,150.0,26,1.0,4.0,1024.1
25-02-2019,0.0,15.4,7.1,7.2,15,160.0,23,1.8,5.4,1023.9
26-02-2019,0.0,17.0,3.8,5.0,8,100.0,12,1.7,6.6,1022.2
27-02-2019,0.0,13.4,1.4,4.2,10,90.0,13,1.2,7.4,1014.8
28-02-2019,0.0,13.1,3.9,4.0,9,240.0,15,1.0,8.1,1010.9
01-03-2019,9.2,10.5,2.2,4.2,9,160.0,16,0.5,-0.7,1009.0
02-03-2019,8.7,10.8,4.0,13.1,25,240.0,42,1.0,-8.1,997.0
03-03-2019,13.6,8.2,0.3,5.9,19,240.0,32,0.8,-10.0,986.8
04-03-2019,16.1,8.3,0.2,7.3,16,220.0,27,1.1,-10.0,986.6
05-03-2019,16.3,9.7,4.0,11.4,19,220.0,35,1.4,-10.0,983.1
06-03-2019,5.3,9.5,2.9,10.3,18,300.0,25,1.5,-4.3,978.1
07-03-2019,0.3,10.9,0.0,9.9,19,300.0,30,1.9,1.0,993.3
08-03-2019,2.0,11.8,0.7,8.7,18,230.0,28,1.1,-0.2,1000.2
09-03-2019,5.5,9.2,3.2,10.7,21,260.0,40,1.5,-4.5,1004.2
10-03-2019,7.0,6.8,1.5,11.3,24,280.0,38,1.7,-5.8,1007.1
11-03-2019,9.8,10.6,2.3,10.6,18,210.0,32,1.3,-9.0,1006.6
12-03-2019,5.9,8.7,4.5,14.6,23,280.0,41,2.1,-4.5,996.4
13-03-2019,4.7,9.7,4.9,14.5,23,290.0,36,1.6,-3.7,1005.7
14-03-2019,15.5,11.0,8.3,14.0,22,240.0,37,1.7,-10.0,1000.8
15-03-2019,10.3,10.4,5.1,9.9,19,250.0,32,1.2,-9.6,999.0
16-03-2019,19.8,10.9,2.0,14.2,25,220.0,40,1.2,-10.0,989.7
17-03-2019,2.1,10.6,1.0,9.0,21,280.0,34,1.8,-0.9,1005.5
18-03-2019,1.8,10.2,5.5,6.1,10,280.0,17,1.1,-1.0,1016.8
19-03-2019,2.1,11.1,5.6,7.7,13,250.0,20,1.2,-1.4,1020.7
20-03-2019,1.2,12.7,8.4,8.4,15,230.0,23,1.0,-0.6,1023.9
21-03-2019,0.0,12.8,9.9,7.5,13,230.0,19,1.6,1.2,1022.1
22-03-2019,3.9,12.1,3.7,9.2,14,260.0,23,1.9,-1.4,1019.6
23-03-2019,0.0,10.2,1.0,3.3,7,240.0,11,1.9,1.3,1027.9
24-03-2019,0.0,11.3,1.0,6.8,15,300.0,20,1.9,2.6,1029.1
25-03-2019,0.0,12.2,1.2,4.0,9,290.0,12,1.9,3.9,1031.1
26-03-2019,0.0,12.2,-0.3,4.5,12,240.0,18,2.2,5.4,1030.7
27-03-2019,0.0,11.8,2.9,5.0,10,260.0,15,2.0,6.8,1031.0
